"Emergency","Module_Name","Modupe_Type","Value","Updated_at"
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1108364,2013-04-12
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1257460,2013-05-02
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",126657,2012-07-26
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1268412,2013-05-07
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1872067,2013-09-05
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1323904,2013-05-17
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2771190,2014-06-05
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1370125,2013-05-23
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1985111,2013-09-23
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1528358,2013-06-25
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",115014,2012-07-19
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",115014,2012-07-18
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",130780,2012-08-01
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1323866,2013-05-18
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2768031,2014-06-05
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1133087,2013-04-16
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1275768,2013-05-13
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",101912,2012-07-04
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",122541,2012-07-22
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1423807,2013-05-30
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",142658,2012-08-10
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2767354,2014-06-04
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1324471,2013-05-19
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1337317,2013-05-20
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1087308,2013-04-09
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1403494,2013-05-27
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1416104,2013-06-04
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2766369,2014-06-03
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",158716,2012-08-16
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1594804,2013-07-11
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1476497,2013-06-16
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1490186,2013-06-17
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",128081,2012-07-30
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1437839,2013-06-06
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",208140,2012-09-05
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1456412,2013-06-11
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1464755,2013-06-12
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2764306,2014-06-02
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1064495,2013-04-06
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",106691,2012-07-10
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",122304,2012-07-20
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1552994,2013-06-27
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1555426,2013-06-28
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1499819,2013-06-19
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1512160,2013-06-21
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1516510,2013-06-23
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1574346,2013-07-03
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1579339,2013-07-04
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",158201,2012-08-15
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1112599,2013-04-14
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",138410,2012-08-09
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1582495,2013-07-07
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",211932,2012-09-07
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",159677,2012-08-17
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1597452,2013-07-12
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1005544,2013-04-01
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1014558,2013-04-02
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1606134,2013-07-14
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1021993,2013-04-03
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1027123,2013-04-04
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",103474,2012-07-05
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1635861,2013-07-17
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1063919,2013-04-05
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1638915,2013-07-18
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1641470,2013-07-19
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",106945,2012-07-11
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1071822,2013-04-07
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1080456,2013-04-08
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1675695,2013-07-25
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1095022,2013-04-10
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1102843,2013-04-11
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1108136,2013-04-13
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1694277,2013-07-30
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",110879,2012-07-12
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",169949,2012-08-22
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",111268,2012-07-14
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",111268,2012-07-15
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",111847,2012-07-16
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1124095,2013-04-15
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1714485,2013-08-06
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1139210,2013-04-17
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1148491,2013-04-18
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1724584,2013-08-09
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1157036,2013-04-20
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1164512,2013-04-21
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1196882,2013-04-22
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1205757,2013-04-23
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1213869,2013-04-24
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1220847,2013-04-25
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1744155,2013-08-16
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",12249,2012-01-19
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",175573,2012-08-23
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",175893,2012-08-24
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1228257,2013-05-09
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",123246,2012-07-23
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1232927,2013-05-10
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1778420,2013-08-23
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1778429,2013-08-24
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",12386,2012-01-24
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",124421,2012-07-24
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1245963,2013-04-30
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1246504,2013-05-01
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",181535,2012-08-26
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1260228,2013-05-03
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1260921,2013-05-05
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",126380,2012-07-25
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1265066,2013-05-06
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1855939,2013-09-02
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1866429,2013-09-03
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",126881,2012-07-29
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1274485,2013-05-08
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1275693,2013-05-14
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",18704,2012-02-10
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",231575,2012-09-20
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",129857,2012-07-31
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",130613,2012-08-02
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",187956,2012-08-28
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1885818,2013-09-12
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",18861,2012-01-31
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1313379,2013-05-15
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1319620,2013-05-16
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1928940,2013-09-16
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1932391,2013-09-17
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",193513,2012-08-30
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1961539,2013-09-18
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1962989,2013-09-19
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1351717,2013-05-21
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1358806,2013-05-22
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1981868,2013-09-22
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2346697,2014-01-16
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1373882,2013-05-24
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1374865,2013-05-26
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",199471,2012-08-31
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1994779,2013-09-26
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1409640,2013-06-03
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1410865,2013-05-28
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2002825,2013-09-29
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1417527,2013-05-29
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1423036,2013-05-31
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2017839,2013-10-01
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2030271,2013-10-02
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1430995,2013-06-05
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",20437,2012-02-24
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1440662,2013-06-07
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2046232,2013-10-06
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",205027,2012-09-03
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1456463,2013-06-10
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2061018,2013-10-08
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1470603,2013-06-13
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1474184,2013-06-14
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2070846,2013-10-10
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2070850,2013-10-11
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1495501,2013-06-18
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2077517,2013-10-14
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1510354,2013-06-20
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2433755,2014-02-06
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2083652,2013-10-17
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1521582,2013-06-24
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",208665,2012-09-06
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",153028,2012-08-14
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1547643,2013-06-26
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2095450,2013-10-22
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2100034,2013-10-23
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1558395,2013-06-30
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1561526,2013-07-01
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1569179,2013-07-02
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2109535,2013-10-27
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2112829,2013-10-31
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2113414,2013-11-01
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2114725,2013-10-28
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2117104,2013-10-29
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1593920,2013-07-08
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2474297,2014-02-27
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2121535,2013-11-03
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2121572,2013-11-04
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1597562,2013-07-09
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1598259,2013-07-13
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",213671,2012-09-11
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2153072,2013-11-07
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",160616,2012-08-21
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1613864,2013-07-15
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1616693,2013-07-16
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2173086,2013-11-12
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2176160,2013-11-13
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",21767,2012-02-29
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1641860,2013-07-21
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1661833,2013-07-22
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1665743,2013-07-23
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",218087,2012-09-12
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2181948,2013-11-15
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1677517,2013-07-26
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1679974,2013-07-28
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1683945,2013-07-29
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2196605,2013-11-19
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",219925,2012-09-13
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1701365,2013-07-31
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1705820,2013-08-01
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1707952,2013-08-02
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1708283,2013-08-04
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2208673,2013-11-25
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1718857,2013-08-05
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1721209,2013-08-07
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1723923,2013-08-08
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",222165,2012-09-16
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1726010,2013-08-11
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1728870,2013-08-12
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1733914,2013-08-13
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1738985,2013-08-14
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1741843,2013-08-15
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1741896,2013-08-18
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2252398,2013-12-03
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1754278,2013-08-19
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2259342,2013-12-05
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2261500,2013-12-06
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1763747,2013-08-20
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1767135,2013-08-21
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1775992,2013-08-22
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2272818,2013-12-10
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2275733,2013-12-11
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1779634,2013-08-25
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1787366,2013-08-26
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",181057,2012-08-25
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1813578,2013-08-27
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2299705,2013-12-16
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1820862,2013-08-28
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1830557,2013-08-29
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1834708,2013-08-31
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1840028,2013-09-01
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2306664,2013-12-18
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2308438,2013-12-19
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",186735,2012-08-27
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",18676,2012-01-27
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1869063,2013-09-04
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2315552,2013-12-24
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2668061,2014-04-29
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1874246,2013-09-06
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1877020,2013-09-09
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2319063,2014-01-07
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2320154,2013-12-26
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2321837,2014-01-08
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1889185,2013-09-14
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",190154,2012-08-29
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2325533,2014-01-09
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2327737,2013-12-30
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2330256,2014-01-10
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",23317,2012-03-15
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2332239,2014-01-12
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",19654,2012-02-14
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1969213,2013-09-21
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2344470,2014-01-15
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2723596,2014-05-15
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1993882,2013-09-25
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",1993915,2013-09-24
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",235539,2012-09-21
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",235821,2012-09-23
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",200063,2012-09-02
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2002456,2013-09-27
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2373446,2014-01-22
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",20043,2012-02-17
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2005752,2013-09-30
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2380063,2014-01-24
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2383367,2014-01-26
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2041175,2013-10-03
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",238835,2012-09-25
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2043805,2013-10-04
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2394028,2014-01-29
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2396806,2014-01-30
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2053173,2013-10-07
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",241177,2012-09-26
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",206353,2012-09-04
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2065004,2013-10-09
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2416113,2014-02-03
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2417736,2014-02-04
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2071459,2013-10-13
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2429299,2014-02-13
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2079904,2013-10-16
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",299818,2012-10-25
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2435767,2014-02-07
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2086233,2013-10-19
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2440448,2014-02-16
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2086967,2013-10-20
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2089473,2013-10-21
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2444928,2014-02-19
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2447731,2014-02-10
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2103707,2013-10-24
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2106920,2013-10-30
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2109426,2013-10-25
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2453278,2014-02-12
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2461136,2014-02-23
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",246131,2012-09-27
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2464006,2014-02-24
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2465337,2014-02-25
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2119120,2013-11-02
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",365585,2012-11-16
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2481506,2014-02-28
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2481606,2014-03-02
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",212456,2012-09-09
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",212882,2012-09-10
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2493848,2014-03-05
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2495768,2014-03-06
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2158212,2013-11-06
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2159923,2013-11-05
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2167774,2013-11-11
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2512901,2014-03-10
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",251406,2012-09-30
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2516257,2014-03-11
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2178259,2013-11-08
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2179458,2013-11-14
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2179837,2013-11-10
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",252758,2012-10-01
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2530929,2014-03-16
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2188409,2013-11-17
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2191223,2013-11-18
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",21959,2012-03-01
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2537014,2014-03-19
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2540148,2014-03-20
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2202071,2013-11-20
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2205419,2013-11-21
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2205562,2013-11-24
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",220712,2012-09-14
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2551671,2014-03-25
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",22101,2012-03-02
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",22131,2012-03-07
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2216699,2013-11-26
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2558091,2014-03-28
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2229191,2013-11-27
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",223258,2012-09-17
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2233205,2013-11-28
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2246131,2013-11-30
